Month,Product_Group,MARKET_SEGMENT,CUSTOMER_SEGMENT,PRIORITY,Total_Orders,Total_Met_Orders,Fill_Rate
01-07-2024,PPGI,RE_DOMESTIC,STR,2.0,1055.0,17.0,1.6113744075829384
01-07-2024,PPGI,RE_DOMESTIC,STR,14.0,1940.0,0.0,0.0
01-07-2024,PPGL,MS_DOMESTIC,EMG,2.0,159.0,0.0,0.0
01-07-2024,PPGL,MS_DOMESTIC,FOC,2.0,62.0,0.0,0.0
01-07-2024,PPGL,MS_DOMESTIC,PRY,2.0,25.0,0.0,0.0
01-07-2024,PPGL,MS_DOMESTIC,STP,2.0,96.0,0.0,0.0
01-07-2024,PPGL,MS_DOMESTIC,STR,2.0,331.0,0.0,0.0
01-07-2024,PPGL,OE_DOMESTIC,EMG,2.0,997.0,33.0,3.3099297893681046
01-07-2024,PPGL,OE_DOMESTIC,FOC,2.0,289.0,0.0,0.0
01-07-2024,PPGL,OE_DOMESTIC,PRY,2.0,625.0,14.0,2.2399999999999998
01-07-2024,PPGL,OE_DOMESTIC,STP,2.0,3098.0,133.0,4.293092317624274
01-07-2024,PPGL,OE_DOMESTIC,STR,2.0,1569.0,36.0,2.294455066921606
01-07-2024,PPGL,OE_EXPORTS,EMG,1.0,50.0,0.0,0.0
01-07-2024,PPGL,OE_EXPORTS,STP,1.0,9375.0,0.0,0.0
01-07-2024,PPGL,RE_DOMESTIC,EMG,2.0,1397.0,0.0,0.0
01-07-2024,PPGL,RE_DOMESTIC,EMG,14.0,452.0,283.0,62.61061946902655
01-07-2024,PPGL,RE_DOMESTIC,FOC,-1.0,7.0,0.0,0.0
01-07-2024,PPGL,RE_DOMESTIC,FOC,2.0,2751.0,55.0,1.9992729916394039
01-07-2024,PPGL,RE_DOMESTIC,FOC,14.0,2928.0,1712.0,58.46994535519126
01-07-2024,PPGL,RE_DOMESTIC,PRY,-1.0,60.0,0.0,0.0
01-07-2024,PPGL,RE_DOMESTIC,PRY,2.0,6262.0,0.0,0.0
01-07-2024,PPGL,RE_DOMESTIC,PRY,14.0,3303.0,1990.0,60.2482591583409
01-07-2024,PPGL,RE_DOMESTIC,STP,2.0,2724.0,0.0,0.0
01-07-2024,PPGL,RE_DOMESTIC,STP,14.0,1299.0,931.0,71.67051578137028
01-07-2024,PPGL,RE_DOMESTIC,STR,2.0,6930.0,0.0,0.0
01-07-2024,PPGL,RE_DOMESTIC,STR,14.0,10850.0,6229.0,57.41013824884793
01-07-2024,PPGL,RE_EXPORTS,PRY,1.0,1632.0,0.0,0.0
01-07-2024,PPGL,RE_EXPORTS,STP,1.0,215.0,0.0,0.0
01-07-2024,PRB_BLM,MS_DOMESTIC,EMG,4.0,60.0,55.0,91.66666666666666
01-07-2024,PRB_BLM,MS_DOMESTIC,STP,4.0,372.0,372.0,100.0
01-07-2024,PRB_BLM,MS_DOMESTIC,STR,4.0,339.0,339.0,100.0
01-07-2024,PRB_BLM,OE_DOMESTIC,EMG,4.0,1529.0,1515.0,99.08436886854153
01-07-2024,PRB_BLM,OE_DOMESTIC,FOC,-1.0,6.0,0.0,0.0
01-07-2024,PRB_BLM,OE_DOMESTIC,PRY,4.0,9.0,9.0,100.0
01-07-2024,PRB_BLM,OE_DOMESTIC,STP,4.0,1720.0,1553.0,90.29069767441861
01-07-2024,PRB_BLM,OE_DOMESTIC,STR,4.0,802.0,802.0,100.0
01-07-2024,PRB_BLM,OE_EXPORTS,STP,1.0,1700.0,1700.0,100.0
01-07-2024,PRB_BLM,RE_DOMESTIC,EMG,-1.0,145.0,0.0,0.0
01-07-2024,PRB_BLM,RE_DOMESTIC,EMG,4.0,276.0,276.0,100.0
01-07-2024,PRB_BLM,RE_DOMESTIC,EMG,16.0,103.0,91.0,88.3495145631068
01-07-2024,PRB_BLM,RE_DOMESTIC,FOC,-1.0,150.0,0.0,0.0
01-07-2024,PRB_BLM,RE_DOMESTIC,FOC,4.0,576.0,576.0,100.0
01-07-2024,PRB_BLM,RE_DOMESTIC,FOC,16.0,920.0,875.0,95.1086956521739
01-07-2024,PRB_BLM,RE_DOMESTIC,PRY,-1.0,372.0,0.0,0.0
01-07-2024,PRB_BLM,RE_DOMESTIC,PRY,4.0,598.0,598.0,100.0
01-07-2024,PRB_BLM,RE_DOMESTIC,PRY,16.0,358.0,308.0,86.03351955307262
01-07-2024,PRB_BLM,RE_DOMESTIC,STP,4.0,250.0,250.0,100.0
01-07-2024,PRB_BLM,RE_DOMESTIC,STP,16.0,19.0,19.0,100.0
01-07-2024,PRB_BLM,RE_DOMESTIC,STR,-1.0,437.0,0.0,0.0
01-07-2024,PRB_BLM,RE_DOMESTIC,STR,4.0,697.0,588.0,84.36154949784792
01-07-2024,PRB_BLM,RE_DOMESTIC,STR,16.0,161.0,134.0,83.22981366459628
01-07-2024,PRB_BLM,SA_DOMESTIC,EMG,4.0,74.0,73.0,98.64864864864865
01-07-2024,PRB_BLM,SA_DOMESTIC,FOC,4.0,120.0,120.0,100.0
01-07-2024,PRB_BLM,SA_DOMESTIC,STP,4.0,3147.0,3081.0,97.9027645376549
01-07-2024,PRB_BLM,SA_DOMESTIC,STR,4.0,727.0,727.0,100.0
01-07-2024,PRB_BRM,MS_DOMESTIC,EMG,4.0,29.0,29.0,100.0
01-07-2024,PRB_BRM,MS_DOMESTIC,FOC,4.0,28.0,28.0,100.0
01-07-2024,PRB_BRM,MS_DOMESTIC,STP,4.0,397.0,397.0,100.0
01-07-2024,PRB_BRM,MS_DOMESTIC,STR,4.0,480.0,480.0,100.0
01-07-2024,PRB_BRM,OE_DOMESTIC,EMG,4.0,3197.0,3197.0,100.0
01-07-2024,PRB_BRM,OE_DOMESTIC,PRY,4.0,104.0,104.0,100.0
01-07-2024,PRB_BRM,OE_DOMESTIC,STP,4.0,1130.0,1130.0,100.0
01-07-2024,PRB_BRM,OE_DOMESTIC,STR,4.0,851.0,851.0,100.0
01-07-2024,PRB_BRM,OE_EXPORTS,PRY,1.0,60.0,60.0,100.0
01-07-2024,PRB_BRM,OE_EXPORTS,STP,1.0,1170.0,1170.0,100.0
01-07-2024,PRB_BRM,RE_DOMESTIC,EMG,-1.0,47.0,0.0,0.0
01-07-2024,PRB_BRM,RE_DOMESTIC,EMG,4.0,106.0,106.0,100.0
01-07-2024,PRB_BRM,RE_DOMESTIC,EMG,16.0,84.0,84.0,100.0
01-07-2024,PRB_BRM,RE_DOMESTIC,FOC,-1.0,10.0,0.0,0.0
01-07-2024,PRB_BRM,RE_DOMESTIC,FOC,4.0,65.0,65.0,100.0
01-07-2024,PRB_BRM,RE_DOMESTIC,FOC,16.0,114.0,114.0,100.0
01-07-2024,PRB_BRM,RE_DOMESTIC,PRY,-1.0,83.0,0.0,0.0
01-07-2024,PRB_BRM,RE_DOMESTIC,PRY,4.0,361.0,361.0,100.0
01-07-2024,PRB_BRM,RE_DOMESTIC,PRY,16.0,273.0,272.0,99.63369963369964
01-07-2024,PRB_BRM,RE_DOMESTIC,STP,16.0,4.0,4.0,100.0
01-07-2024,PRB_BRM,RE_DOMESTIC,STR,-1.0,32.0,0.0,0.0
01-07-2024,PRB_BRM,RE_DOMESTIC,STR,4.0,203.0,203.0,100.0
01-07-2024,PRB_BRM,RE_DOMESTIC,STR,16.0,79.0,79.0,100.0
01-07-2024,PRB_BRM,SA_DOMESTIC,EMG,4.0,22.0,22.0,100.0
01-07-2024,PRB_BRM,SA_DOMESTIC,FOC,4.0,134.0,134.0,100.0
01-07-2024,PRB_BRM,SA_DOMESTIC,STP,4.0,588.0,588.0,100.0
01-07-2024,PRB_BRM,SA_DOMESTIC,STR,4.0,1470.0,1470.0,100.0
01-07-2024,RCS,OE_DOMESTIC,EMG,4.0,120.0,120.0,100.0
01-07-2024,RCS,OE_DOMESTIC,STR,4.0,48.0,48.0,100.0
01-07-2024,RCS,RE_DOMESTIC,EMG,-1.0,9.0,0.0,0.0
01-07-2024,RCS,RE_DOMESTIC,EMG,4.0,14.0,14.0,100.0
01-07-2024,RCS,RE_DOMESTIC,EMG,16.0,24.0,17.0,70.83333333333334
01-07-2024,RCS,RE_DOMESTIC,FOC,-1.0,279.0,0.0,0.0
01-07-2024,RCS,RE_DOMESTIC,FOC,4.0,22.0,22.0,100.0
01-07-2024,RCS,RE_DOMESTIC,FOC,16.0,83.0,67.0,80.72289156626506
01-07-2024,RCS,RE_DOMESTIC,PRY,-1.0,85.0,0.0,0.0
01-07-2024,RCS,RE_DOMESTIC,PRY,16.0,50.0,48.0,96.0
01-07-2024,RCS,RE_DOMESTIC,STP,-1.0,152.0,0.0,0.0
01-07-2024,RCS,RE_DOMESTIC,STP,4.0,25.0,25.0,100.0
01-07-2024,RCS,RE_DOMESTIC,STP,16.0,91.0,72.0,79.12087912087912
01-07-2024,RCS,RE_DOMESTIC,STR,-1.0,160.0,0.0,0.0
01-07-2024,RCS,RE_DOMESTIC,STR,4.0,161.0,80.0,49.68944099378882
01-07-2024,RCS,RE_DOMESTIC,STR,16.0,68.0,5.0,7.352941176470589
01-07-2024,RCS,SA_DOMESTIC,EMG,4.0,23.0,23.0,100.0
01-07-2024,RCS,SA_DOMESTIC,STP,4.0,4463.0,3212.0,71.96952722384047
01-07-2024,SLAB,OE_DOMESTIC,EMG,-1.0,546.0,0.0,0.0
01-07-2024,SLAB,OE_DOMESTIC,STP,7.0,5330.0,2367.0,44.409005628517825
01-07-2024,TIN,MS_DOMESTIC,EMG,3.0,191.0,117.0,61.25654450261781
01-07-2024,TIN,MS_DOMESTIC,FOC,3.0,958.0,367.0,38.30897703549061
01-07-2024,TIN,MS_DOMESTIC,PRY,3.0,399.0,14.0,3.508771929824561
01-07-2024,TIN,MS_DOMESTIC,STR,3.0,837.0,183.0,21.863799283154123
01-07-2024,TIN,OE_DOMESTIC,EMG,3.0,758.0,661.0,87.20316622691293
01-07-2024,TIN,OE_DOMESTIC,FOC,3.0,729.0,641.0,87.92866941015089
01-07-2024,TIN,OE_DOMESTIC,PRY,3.0,302.0,242.0,80.13245033112582
01-07-2024,TIN,OE_DOMESTIC,STP,3.0,1746.0,1224.0,70.10309278350515
01-07-2024,TIN,OE_DOMESTIC,STR,3.0,2485.0,734.0,29.537223340040242
01-07-2024,TIN,OE_EXPORTS,EMG,1.0,225.0,0.0,0.0
01-07-2024,TIN,OE_EXPORTS,STP,1.0,927.0,575.0,62.02804746494067
01-07-2024,TIN,RE_EXPORTS,STP,1.0,20.0,0.0,0.0
01-07-2024,TMBP,MS_DOMESTIC,EMG,4.0,25.0,0.0,0.0
01-07-2024,TMBP,MS_DOMESTIC,STR,4.0,11.0,11.0,100.0
01-07-2024,TMBP,OE_DOMESTIC,FOC,4.0,15.0,0.0,0.0
01-07-2024,TMBP,OE_DOMESTIC,STR,4.0,15.0,0.0,0.0
01-07-2024,TMT,DE_DOMESTIC,EMG,18.0,111.0,3.0,2.7027027027027026
01-07-2024,TMT,DE_DOMESTIC,FOC,18.0,70.0,0.0,0.0
01-07-2024,TMT,DE_DOMESTIC,PRY,18.0,1.0,0.0,0.0
01-07-2024,TMT,DE_DOMESTIC,STP,18.0,603.0,21.0,3.482587064676617
01-07-2024,TMT,MS_DOMESTIC,EMG,18.0,6.0,4.0,66.66666666666666
01-07-2024,TMT,MS_DOMESTIC,PRY,18.0,12.0,6.0,50.0
01-07-2024,TMT,MS_DOMESTIC,STP,18.0,134.0,58.0,43.28358208955223
01-07-2024,TMT,MS_DOMESTIC,STR,18.0,3.0,0.0,0.0
01-07-2024,TMT,OE_DOMESTIC,EMG,18.0,9139.0,1688.0,18.470292154502683
01-07-2024,TMT,OE_DOMESTIC,FOC,18.0,2183.0,806.0,36.92166743014201
01-07-2024,TMT,OE_DOMESTIC,PRY,18.0,5470.0,1995.0,36.471663619744064
01-07-2024,TMT,OE_DOMESTIC,STP,18.0,14837.0,4090.0,27.56621958616971
01-07-2024,TMT,OE_DOMESTIC,STR,6.0,637.0,637.0,100.0
01-07-2024,TMT,OE_DOMESTIC,STR,18.0,4280.0,1542.0,36.02803738317757
01-07-2024,TMT,OE_EXPORTS,STP,1.0,100.0,98.0,98.0
01-07-2024,TMT,RE_DOMESTIC,EMG,18.0,396.0,90.0,22.727272727272727
01-07-2024,TMT,RE_DOMESTIC,FOC,18.0,3014.0,932.0,30.922362309223622
01-07-2024,TMT,RE_DOMESTIC,PRY,18.0,19446.0,2978.0,15.31420343515376
01-07-2024,TMT,RE_DOMESTIC,STP,18.0,6544.0,624.0,9.535452322738386
01-07-2024,TMT,RE_DOMESTIC,STR,18.0,8049.0,288.0,3.5780842340663437
01-07-2024,TMT-CF,MS_DOMESTIC,STP,18.0,33.0,33.0,100.0
01-07-2024,TMT-CF,OE_DOMESTIC,EMG,18.0,7.0,7.0,100.0
01-07-2024,TMT-CF,OE_DOMESTIC,FOC,18.0,4.0,4.0,100.0
01-07-2024,TMT-CF,OE_DOMESTIC,PRY,18.0,218.0,216.0,99.08256880733946
01-07-2024,TMT-CF,OE_DOMESTIC,STP,18.0,1701.0,1405.0,82.59847148736038
01-07-2024,TMT-CF,OE_DOMESTIC,STR,18.0,137.0,137.0,100.0
01-07-2024,TMT-CF,RE_DOMESTIC,PRY,18.0,33.0,33.0,100.0
01-07-2024,TMT-CF,RE_DOMESTIC,STP,18.0,64.0,64.0,100.0
01-07-2024,TMT-CF,RE_DOMESTIC,STR,18.0,7.0,7.0,100.0
01-07-2024,WR - AL,MS_DOMESTIC,EMG,-1.0,35.0,0.0,0.0
01-07-2024,WR - AL,MS_DOMESTIC,EMG,4.0,35.0,35.0,100.0
01-07-2024,WR - AL,MS_DOMESTIC,PRY,4.0,64.0,64.0,100.0
01-07-2024,WR - AL,MS_DOMESTIC,STP,4.0,512.0,512.0,100.0
01-07-2024,WR - AL,MS_DOMESTIC,STR,-1.0,89.0,0.0,0.0
01-07-2024,WR - AL,MS_DOMESTIC,STR,4.0,1303.0,1238.0,95.01151189562547
01-07-2024,WR - AL,OE_DOMESTIC,EMG,-1.0,57.0,0.0,0.0
01-07-2024,WR - AL,OE_DOMESTIC,FOC,-1.0,19.0,0.0,0.0
01-07-2024,WR - AL,OE_DOMESTIC,FOC,4.0,33.0,33.0,100.0
01-07-2024,WR - AL,OE_DOMESTIC,PRY,-1.0,122.0,0.0,0.0
01-07-2024,WR - AL,OE_DOMESTIC,PRY,4.0,157.0,157.0,100.0
01-07-2024,WR - AL,OE_DOMESTIC,STP,-1.0,209.0,0.0,0.0
01-07-2024,WR - AL,OE_DOMESTIC,STP,4.0,559.0,559.0,100.0
01-07-2024,WR - AL,OE_DOMESTIC,STR,-1.0,593.0,0.0,0.0
01-07-2024,WR - AL,OE_DOMESTIC,STR,4.0,383.0,373.0,97.38903394255874
01-07-2024,WR - AL,RE_DOMESTIC,EMG,16.0,7.0,4.0,57.14285714285714
01-07-2024,WR - AL,RE_DOMESTIC,FOC,16.0,69.0,47.0,68.11594202898551
01-07-2024,WR - AL,RE_DOMESTIC,PRY,-1.0,115.0,0.0,0.0
01-07-2024,WR - AL,RE_DOMESTIC,PRY,4.0,38.0,38.0,100.0
01-07-2024,WR - AL,RE_DOMESTIC,PRY,16.0,356.0,206.0,57.865168539325836
01-07-2024,WR - AL,RE_DOMESTIC,STR,-1.0,55.0,0.0,0.0
01-07-2024,WR - AL,RE_DOMESTIC,STR,4.0,67.0,62.0,92.53731343283582
01-07-2024,WR - AL,RE_DOMESTIC,STR,16.0,83.0,41.0,49.39759036144578
01-07-2024,WR - AL,SA_DOMESTIC,EMG,-1.0,51.0,0.0,0.0
01-07-2024,WR - AL,SA_DOMESTIC,EMG,4.0,67.0,67.0,100.0
01-07-2024,WR - AL,SA_DOMESTIC,STP,4.0,4.0,4.0,100.0
01-07-2024,WR - AL,SA_DOMESTIC,STR,4.0,550.0,550.0,100.0
01-07-2024,WR - L,MS_DOMESTIC,EMG,4.0,60.0,60.0,100.0
01-07-2024,WR - L,MS_DOMESTIC,PRY,4.0,15.0,15.0,100.0
01-07-2024,WR - L,MS_DOMESTIC,STP,4.0,60.0,60.0,100.0
01-07-2024,WR - L,MS_DOMESTIC,STR,-1.0,140.0,0.0,0.0
01-07-2024,WR - L,MS_DOMESTIC,STR,4.0,330.0,330.0,100.0
01-07-2024,WR - L,OE_DOMESTIC,EMG,-1.0,2004.0,0.0,0.0
01-07-2024,WR - L,OE_DOMESTIC,FOC,-1.0,16.0,0.0,0.0
01-07-2024,WR - L,OE_DOMESTIC,FOC,4.0,10.0,10.0,100.0
01-07-2024,WR - L,OE_DOMESTIC,PRY,-1.0,810.0,0.0,0.0
01-07-2024,WR - L,OE_DOMESTIC,PRY,4.0,120.0,120.0,100.0
01-07-2024,WR - L,OE_DOMESTIC,STP,-1.0,89.0,0.0,0.0
01-07-2024,WR - L,OE_DOMESTIC,STP,4.0,2046.0,2046.0,100.0
01-07-2024,WR - L,OE_DOMESTIC,STR,-1.0,20.0,0.0,0.0
01-07-2024,WR - L,OE_DOMESTIC,STR,4.0,470.0,470.0,100.0
01-07-2024,WR - L,RE_DOMESTIC,EMG,16.0,52.0,40.0,76.92307692307693
01-07-2024,WR - L,RE_DOMESTIC,FOC,16.0,573.0,386.0,67.36474694589877
01-07-2024,WR - L,RE_DOMESTIC,PRY,-1.0,60.0,0.0,0.0
01-07-2024,WR - L,RE_DOMESTIC,PRY,4.0,108.0,108.0,100.0
01-07-2024,WR - L,RE_DOMESTIC,PRY,16.0,4215.0,2208.0,52.38434163701068
01-07-2024,WR - L,RE_DOMESTIC,STR,-1.0,33.0,0.0,0.0
01-07-2024,WR - L,RE_DOMESTIC,STR,16.0,818.0,420.0,51.34474327628362
01-07-2024,WR - L,SA_DOMESTIC,EMG,-1.0,22.0,0.0,0.0
01-07-2024,WR - L,SA_DOMESTIC,EMG,4.0,10.0,10.0,100.0
01-07-2024,WR - L,SA_DOMESTIC,STR,4.0,544.0,544.0,100.0
01-07-2024,ZM,MS_DOMESTIC,PRY,2.0,20.0,20.0,100.0
01-07-2024,ZM,OE_DOMESTIC,EMG,2.0,43.0,24.0,55.81395348837209
01-07-2024,ZM,OE_DOMESTIC,PRY,2.0,3397.0,1542.0,45.39299381807477
01-07-2024,ZM,OE_DOMESTIC,STP,2.0,2870.0,956.0,33.31010452961672
01-07-2024,ZM,OE_DOMESTIC,STR,2.0,60.0,47.0,78.33333333333333
01-07-2024,ZM,RE_DOMESTIC,FOC,14.0,2.0,2.0,100.0
01-07-2024,ZM,RE_DOMESTIC,STR,14.0,20.0,20.0,100.0
01-08-2024,AS CAST BILLETS,MS_DOMESTIC,PRY,33.0,287.0,271.0,94.42508710801394
01-08-2024,AS CAST BILLETS,MS_DOMESTIC,STR,33.0,3409.0,3216.0,94.33851569375183
01-08-2024,AS CAST BILLETS,OE_DOMESTIC,EMG,33.0,206.0,194.0,94.1747572815534
01-08-2024,AS CAST BILLETS,OE_DOMESTIC,FOC,33.0,182.0,172.0,94.5054945054945
01-08-2024,AS CAST BILLETS,OE_DOMESTIC,PRY,33.0,3590.0,3387.0,94.34540389972145
01-08-2024,AS CAST BILLETS,OE_DOMESTIC,STP,33.0,3270.0,3077.0,94.09785932721712
01-08-2024,AS CAST BILLETS,OE_DOMESTIC,STR,33.0,2735.0,2580.0,94.3327239488117
01-08-2024,AS CAST BLOOMS,OE_DOMESTIC,STR,38.0,222.0,209.0,94.14414414414415
01-08-2024,AS CAST BLOOMS,OE_EXPORTS,STP,32.0,21166.0,17570.0,83.01048851932345
01-08-2024,AS CAST BLOOMS,SA_DOMESTIC,STP,38.0,625.0,590.0,94.39999999999999
01-08-2024,AS CAST ROUNDS,OE_DOMESTIC,EMG,38.0,823.0,650.0,78.9793438639125
01-08-2024,AS CAST ROUNDS,OE_DOMESTIC,STP,38.0,21920.0,20679.0,94.33850364963504
01-08-2024,AS CAST ROUNDS,OE_DOMESTIC,STR,38.0,710.0,670.0,94.36619718309859
01-08-2024,AS CAST ROUNDS,SA_DOMESTIC,STP,38.0,431.0,407.0,94.43155452436194
01-08-2024,AS CAST ROUNDS,SA_DOMESTIC,STR,38.0,1972.0,1860.0,94.32048681541582
01-08-2024,BS,OE_DOMESTIC,STR,33.0,19.0,18.0,94.73684210526315
01-08-2024,BS,SA_DOMESTIC,STP,33.0,188.0,177.0,94.14893617021278
01-08-2024,BS,SA_DOMESTIC,STR,33.0,116.0,109.0,93.96551724137932
01-08-2024,CRCA,DE_DOMESTIC,EMG,35.0,38.0,36.0,94.73684210526315
01-08-2024,CRCA,DE_DOMESTIC,STR,35.0,169.0,159.0,94.0828402366864
01-08-2024,CRCA,MS_DOMESTIC,EMG,35.0,1363.0,1280.0,93.91049156272928
01-08-2024,CRCA,MS_DOMESTIC,FOC,35.0,472.0,433.0,91.73728813559322
01-08-2024,CRCA,MS_DOMESTIC,PRY,23.0,276.0,260.0,94.20289855072464
01-08-2024,CRCA,MS_DOMESTIC,PRY,35.0,3611.0,3407.0,94.35059540293548
01-08-2024,CRCA,MS_DOMESTIC,STP,23.0,106.0,16.0,15.09433962264151
01-08-2024,CRCA,MS_DOMESTIC,STP,35.0,9133.0,8413.0,92.11650060221176
01-08-2024,CRCA,MS_DOMESTIC,STR,23.0,903.0,398.0,44.07530454042082
01-08-2024,CRCA,MS_DOMESTIC,STR,35.0,5236.0,4824.0,92.13139801375095
01-08-2024,CRCA,OE_DOMESTIC,EMG,35.0,2116.0,1996.0,94.3289224952741
01-08-2024,CRCA,OE_DOMESTIC,FOC,35.0,38.0,36.0,94.73684210526315
01-08-2024,CRCA,OE_DOMESTIC,PRY,35.0,1521.0,1420.0,93.35963182117028
01-08-2024,CRCA,OE_DOMESTIC,STP,23.0,2505.0,2363.0,94.3313373253493
01-08-2024,CRCA,OE_DOMESTIC,STP,35.0,15108.0,13530.0,89.55520254169976
01-08-2024,CRCA,OE_DOMESTIC,STR,23.0,1115.0,1052.0,94.34977578475336
01-08-2024,CRCA,OE_DOMESTIC,STR,35.0,15447.0,14222.0,92.06965753868064
01-08-2024,CRCA,OE_EXPORTS,EMG,29.0,1651.0,1558.0,94.36705027256208
01-08-2024,CRCA,OE_EXPORTS,PRY,29.0,429.0,405.0,94.4055944055944
01-08-2024,CRCA,OE_EXPORTS,STP,29.0,28667.0,27029.0,94.28611295217497
01-08-2024,CRCA,OE_EXPORTS,STR,29.0,477.0,450.0,94.33962264150944
01-08-2024,CRCA,RE_DOMESTIC,EMG,35.0,779.0,713.0,91.52759948652118
01-08-2024,CRCA,RE_DOMESTIC,FOC,23.0,1130.0,1066.0,94.33628318584071
01-08-2024,CRCA,RE_DOMESTIC,FOC,35.0,7732.0,7284.0,94.2058975685463
01-08-2024,CRCA,RE_DOMESTIC,PRY,23.0,1061.0,1001.0,94.3449575871819
01-08-2024,CRCA,RE_DOMESTIC,PRY,35.0,11472.0,10686.0,93.14853556485355
01-08-2024,CRCA,RE_DOMESTIC,STP,23.0,251.0,237.0,94.42231075697211
01-08-2024,CRCA,RE_DOMESTIC,STP,35.0,7772.0,6916.0,88.9861039629439
01-08-2024,CRCA,RE_DOMESTIC,STR,23.0,366.0,345.0,94.26229508196722
01-08-2024,CRCA,RE_DOMESTIC,STR,35.0,22598.0,20614.0,91.22046198778652
01-08-2024,CRCA,RE_EXPORTS,EMG,29.0,14.0,13.0,92.85714285714286
01-08-2024,CRCA,RE_EXPORTS,PRY,29.0,9578.0,9021.0,94.18458968469409
01-08-2024,CRCA,RE_EXPORTS,STP,29.0,1274.0,1202.0,94.34850863422291
01-08-2024,CRCA,SA_DOMESTIC,EMG,23.0,159.0,150.0,94.33962264150944
01-08-2024,CRCA,SA_DOMESTIC,EMG,35.0,1887.0,1606.0,85.10863804981452
01-08-2024,CRCA,SA_DOMESTIC,FOC,35.0,463.0,414.0,89.41684665226782
01-08-2024,CRCA,SA_DOMESTIC,PRY,35.0,7990.0,7028.0,87.95994993742178
01-08-2024,CRCA,SA_DOMESTIC,STP,35.0,51081.0,46186.0,90.41718055637126
01-08-2024,CRCA,SA_DOMESTIC,STR,35.0,21147.0,18382.0,86.92485931810658
01-08-2024,CRFH,MS_DOMESTIC,STR,23.0,913.0,861.0,94.30449069003286
01-08-2024,CRFH,MS_DOMESTIC,STR,35.0,172.0,162.0,94.18604651162791
01-08-2024,CRFH,OE_DOMESTIC,EMG,35.0,28.0,26.0,92.85714285714286
01-08-2024,CRFH,OE_DOMESTIC,STP,23.0,519.0,490.0,94.41233140655106
01-08-2024,CRFH,OE_DOMESTIC,STP,35.0,4193.0,3956.0,94.34772239446697
01-08-2024,CRFH,OE_DOMESTIC,STR,35.0,583.0,550.0,94.33962264150944
01-08-2024,CRFH,SA_DOMESTIC,STR,35.0,21.0,20.0,95.23809523809523
01-08-2024,GA,OE_DOMESTIC,STR,33.0,98.0,31.0,31.63265306122449
01-08-2024,GA,SA_DOMESTIC,EMG,33.0,10.0,9.0,90.0
01-08-2024,GA,SA_DOMESTIC,FOC,33.0,251.0,45.0,17.928286852589643
01-08-2024,GA,SA_DOMESTIC,PRY,33.0,3168.0,2309.0,72.88510101010101
01-08-2024,GA,SA_DOMESTIC,STP,33.0,19082.0,15665.0,82.09307200503092
01-08-2024,GA,SA_DOMESTIC,STR,33.0,5031.0,3641.0,72.3712979526933
01-08-2024,GBAL,OE_DOMESTIC,FOC,33.0,33.0,31.0,93.93939393939394
01-08-2024,GBAL,OE_DOMESTIC,STP,21.0,1060.0,816.0,76.9811320754717
01-08-2024,GBAL,OE_DOMESTIC,STR,33.0,494.0,466.0,94.33198380566802
01-08-2024,GI,DE_DOMESTIC,EMG,34.0,4.0,4.0,100.0
01-08-2024,GI,MS_DOMESTIC,EMG,34.0,1282.0,1204.0,93.91575663026521
01-08-2024,GI,MS_DOMESTIC,FOC,34.0,325.0,307.0,94.46153846153847
01-08-2024,GI,MS_DOMESTIC,PRY,22.0,58.0,55.0,94.82758620689656
01-08-2024,GI,MS_DOMESTIC,PRY,34.0,4802.0,4525.0,94.23157017909205
01-08-2024,GI,MS_DOMESTIC,STP,34.0,35.0,33.0,94.28571428571428
01-08-2024,GI,MS_DOMESTIC,STR,22.0,66.0,62.0,93.93939393939394
01-08-2024,GI,MS_DOMESTIC,STR,34.0,3461.0,3239.0,93.58566888182607
01-08-2024,GI,OE_DOMESTIC,EMG,22.0,100.0,95.0,95.0
01-08-2024,GI,OE_DOMESTIC,EMG,34.0,4391.0,4089.0,93.12229560464587
01-08-2024,GI,OE_DOMESTIC,FOC,22.0,213.0,201.0,94.36619718309859
01-08-2024,GI,OE_DOMESTIC,FOC,34.0,2109.0,1981.0,93.9307728781413
01-08-2024,GI,OE_DOMESTIC,PRY,22.0,662.0,625.0,94.41087613293051
01-08-2024,GI,OE_DOMESTIC,PRY,34.0,2798.0,2605.0,93.10221586847749
01-08-2024,GI,OE_DOMESTIC,STP,22.0,565.0,533.0,94.33628318584071
01-08-2024,GI,OE_DOMESTIC,STP,34.0,22633.0,21032.0,92.92625811867626
01-08-2024,GI,OE_DOMESTIC,STR,22.0,435.0,411.0,94.48275862068965
01-08-2024,GI,OE_DOMESTIC,STR,34.0,17079.0,16012.0,93.7525616253879
01-08-2024,GI,OE_EXPORTS,EMG,28.0,515.0,485.0,94.1747572815534
01-08-2024,GI,OE_EXPORTS,STP,20.0,1342.0,1266.0,94.33681073025335
01-08-2024,GI,OE_EXPORTS,STP,28.0,12225.0,11491.0,93.9959100204499
01-08-2024,GI,OE_EXPORTS,STR,28.0,148.0,140.0,94.5945945945946
01-08-2024,GI,RE_DOMESTIC,EMG,22.0,2677.0,2525.0,94.3220022413149
01-08-2024,GI,RE_DOMESTIC,EMG,34.0,2991.0,2769.0,92.5777331995988
01-08-2024,GI,RE_DOMESTIC,FOC,22.0,45.0,42.0,93.33333333333333
